pessoa_idade;salario_ano;propriedade_sit;ano_trabalhado;motivo_emprestimo;pontuacao_emprestimos;vl_total;tx_juros;inadimplencia;hst_inadimplencia;hst_primeiro_credito;faixa_idade;faixa_emprestimo
32.0;168000.0;Alugada;5.0;Educativo;C;25000.0;15.27;0.0;0.0;6;4;49
29.0;148616.0;Alugada;2.0;Educativo;A;29550.0;8.9;0.0;0.0;9;3;59
28.0;52000.0;Alugada;12.0;Empreendimento;A;10000.0;6.92;0.0;0.0;8;3;19
26.0;21000.0;Alugada;0.0;Empreendimento;A;4800.0;7.75;0.0;0.0;4;3;9
28.0;55000.0;Alugada;5.0;Pessoal;C;16000.0;13.98;0.0;1.0;9;3;31
23.0;10000.0;Alugada;1.0;Pagamento de débitos;D;1750.0;15.05;1.0;1.0;3;2;3
22.0;24000.0;Própria;3.0;Educativo;B;6000.0;11.49;0.0;0.0;4;2;11
21.0;39996.0;Hipotecada;6.0;Educativo;C;13000.0;13.48;0.0;0.0;2;2;25
25.0;88000.0;Hipotecada;9.0;Pessoal;D;20000.0;17.58;1.0;0.0;3;2;39
23.0;40000.0;Alugada;5.0;Pagamento de débitos;B;2000.0;11.71;0.0;0.0;4;2;3
24.0;45000.0;Hipotecada;8.0;Empreendimento;A;6000.0;7.51;0.0;0.0;3;2;11
26.0;48701.0;Alugada;3.0;Médico;B;8000.0;11.48;0.0;0.0;4;3;15
29.0;30720.0;Alugada;2.0;Médico;A;3500.0;5.99;0.0;0.0;8;3;6
24.0;60000.0;Alugada;6.0;Melhora do lar;C;15000.0;13.99;0.0;0.0;4;2;29
30.0;50400.0;Hipotecada;7.0;Pessoal;A;3000.0;7.29;0.0;0.0;6;3;5
27.0;41000.0;Alugada;0.0;Médico;B;15000.0;11.48;1.0;0.0;8;3;29
25.0;31200.0;Alugada;1.0;Pagamento de débitos;C;6000.0;13.8;1.0;0.0;4;2;11
35.0;165996.0;Alugada;1.0;Pagamento de débitos;A;6000.0;5.42;0.0;0.0;10;4;11
29.0;67422.0;Hipotecada;13.0;Educativo;B;12800.0;11.49;0.0;0.0;8;3;25
27.0;75805.0;Alugada;1.0;Pagamento de débitos;E;13450.0;16.32;1.0;0.0;8;3;26
32.0;25200.0;Alugada;0.0;Pessoal;A;5000.0;7.91;0.0;0.0;8;4;9
22.0;96000.0;Hipotecada;3.0;Educativo;C;11400.0;13.04;0.0;1.0;2;2;22
24.0;75000.0;Alugada;3.0;Melhora do lar;B;13000.0;10.99;0.0;0.0;4;2;25
26.0;65000.0;Alugada;5.0;Melhora do lar;C;10000.0;14.27;0.0;0.0;4;3;19
26.0;125000.0;Alugada;5.0;Melhora do lar;A;21000.0;8.9;0.0;0.0;2;3;41
25.0;28675.0;Alugada;1.0;Pagamento de débitos;A;6000.0;8.9;0.0;0.0;3;2;11
28.0;27000.0;Própria;7.0;Pessoal;B;2400.0;10.99;0.0;0.0;5;3;4
23.0;105000.0;Alugada;7.0;Médico;B;7200.0;11.71;0.0;0.0;2;2;14
27.0;37000.0;Alugada;4.0;Educativo;B;7900.0;11.11;0.0;0.0;7;3;15
30.0;66000.0;Hipotecada;2.0;Melhora do lar;B;12000.0;11.71;1.0;0.0;6;3;23
22.0;30000.0;Hipotecada;6.0;Educativo;D;6600.0;14.42;0.0;0.0;4;2;13
24.0;132000.0;Hipotecada;8.0;Empreendimento;D;14000.0;17.49;0.0;1.0;2;2;27
23.0;86500.0;Hipotecada;7.0;Pessoal;A;14000.0;7.29;0.0;0.0;3;2;27
24.0;71000.0;Própria;4.0;Pessoal;B;14000.0;10.99;0.0;0.0;3;2;27
32.0;55000.0;Alugada;0.0;Pessoal;B;8000.0;10.0;0.0;0.0;9;4;15
24.0;110000.0;Hipotecada;8.0;Pessoal;A;27300.0;7.51;0.0;0.0;3;2;54
31.0;24996.0;Alugada;0.0;Educativo;C;10750.0;12.53;1.0;0.0;8;4;21
22.0;73000.0;Hipotecada;7.0;Empreendimento;D;12000.0;16.89;0.0;1.0;2;2;23
44.0;61000.0;Alugada;7.0;Pagamento de débitos;D;10000.0;14.11;1.0;1.0;12;6;19
28.0;64600.0;Alugada;3.0;Pessoal;C;10000.0;13.48;0.0;1.0;7;3;19
31.0;117516.0;Hipotecada;3.0;Médico;C;21000.0;13.49;0.0;0.0;5;4;41
33.0;69996.0;Hipotecada;11.0;Médico;B;3200.0;9.99;0.0;0.0;8;4;6
22.0;35900.0;Hipotecada;6.0;Pessoal;C;6000.0;15.27;0.0;0.0;3;2;11
24.0;80000.0;Própria;5.0;Educativo;C;2200.0;13.49;0.0;0.0;4;2;4
24.0;30000.0;Alugada;3.0;Médico;A;10000.0;5.79;1.0;0.0;4;2;19
23.0;35500.0;Hipotecada;8.0;Educativo;A;9000.0;7.49;0.0;0.0;3;2;17
26.0;137000.0;Hipotecada;3.0;Educativo;A;21500.0;6.62;0.0;0.0;4;3;42
32.0;100000.0;Alugada;7.0;Pagamento de débitos;C;14400.0;13.35;0.0;0.0;5;4;28
29.0;38400.0;Alugada;4.0;Empreendimento;B;3550.0;11.49;0.0;0.0;7;3;7
33.0;225000.0;Hipotecada;12.0;Pessoal;B;8000.0;9.99;0.0;0.0;10;4;15
30.0;150000.0;Alugada;14.0;Pagamento de débitos;A;12000.0;7.29;0.0;0.0;7;3;23
24.0;60000.0;Hipotecada;7.0;Pessoal;A;10000.0;9.63;0.0;0.0;2;2;19
54.0;29000.0;Hipotecada;7.0;Pessoal;B;2500.0;11.71;0.0;0.0;24;8;4
30.0;70000.0;Alugada;0.0;Médico;C;3000.0;13.98;0.0;0.0;9;3;5
27.0;223000.0;Alugada;2.0;Educativo;F;25000.0;18.3;1.0;0.0;9;3;49
22.0;41838.0;Alugada;0.0;Médico;D;6600.0;16.89;1.0;0.0;3;2;13
36.0;30000.0;Alugada;7.0;Educativo;B;4000.0;10.74;0.0;0.0;12;5;7
30.0;66120.0;Hipotecada;10.0;Pessoal;C;2800.0;13.57;0.0;0.0;6;3;5
26.0;120000.0;Hipotecada;10.0;Melhora do lar;D;10000.0;14.59;0.0;1.0;2;3;19
21.0;24996.0;Alugada;1.0;Médico;D;3600.0;14.09;1.0;0.0;3;2;7
37.0;68480.0;Alugada;2.0;Melhora do lar;C;3600.0;15.23;0.0;1.0;15;5;7
43.0;65000.0;Hipotecada;2.0;Educativo;B;24000.0;10.99;0.0;0.0;13;6;47
24.0;40000.0;Alugada;1.0;Médico;B;1000.0;10.99;0.0;0.0;3;2;1
28.0;52000.0;Alugada;0.0;Melhora do lar;C;12000.0;13.35;0.0;0.0;5;3;23
23.0;59800.0;Hipotecada;7.0;Empreendimento;C;15000.0;15.96;0.0;1.0;3;2;29
23.0;108600.0;Hipotecada;3.0;Médico;C;8000.0;12.87;0.0;1.0;2;2;15
27.0;31850.0;Hipotecada;8.0;Empreendimento;B;14125.0;10.65;0.0;0.0;8;3;28
21.0;39996.0;Alugada;2.0;Educativo;A;10000.0;8.59;0.0;0.0;4;2;19
29.0;52884.0;Alugada;3.0;Pessoal;B;5600.0;11.99;0.0;0.0;10;3;11
23.0;42000.0;Hipotecada;3.0;Educativo;A;11000.0;6.54;0.0;0.0;3;2;21
24.0;60000.0;Alugada;4.0;Médico;A;10000.0;7.49;0.0;0.0;4;2;19
31.0;46000.0;Alugada;0.0;Médico;A;10000.0;7.51;0.0;0.0;7;4;19
26.0;96500.0;Alugada;10.0;Pagamento de débitos;C;8000.0;13.61;0.0;1.0;3;3;15
26.0;63000.0;Alugada;4.0;Empreendimento;D;7000.0;14.84;0.0;0.0;2;3;13
40.0;150000.0;Hipotecada;18.0;Médico;A;24000.0;6.62;0.0;0.0;14;5;47
30.0;90000.0;Hipotecada;7.0;Pagamento de débitos;A;4800.0;8.9;1.0;0.0;5;3;9
24.0;45000.0;Alugada;3.0;Pagamento de débitos;A;10000.0;7.51;0.0;0.0;2;2;19
23.0;26976.0;Alugada;4.0;Pessoal;A;9000.0;7.51;1.0;0.0;4;2;17
29.0;108000.0;Hipotecada;2.0;Pessoal;D;24500.0;12.61;1.0;0.0;9;3;48
24.0;135000.0;Alugada;4.0;Melhora do lar;C;24000.0;13.79;0.0;0.0;2;2;47
23.0;41000.0;Hipotecada;4.0;Médico;B;7500.0;10.71;0.0;0.0;2;2;14
26.0;76668.0;Alugada;10.0;Educativo;A;7200.0;9.63;0.0;0.0;3;3;14
45.0;115000.0;Hipotecada;8.0;Empreendimento;A;8000.0;8.94;0.0;0.0;11;6;15
23.0;60000.0;Hipotecada;0.0;Pagamento de débitos;A;7500.0;8.0;0.0;0.0;2;2;14
22.0;120000.0;Hipotecada;3.0;Médico;C;9600.0;13.22;0.0;1.0;4;2;19
31.0;60000.0;Hipotecada;15.0;Pagamento de débitos;A;10000.0;9.63;0.0;0.0;8;4;19
25.0;52000.0;Alugada;1.0;Educativo;B;20000.0;11.36;1.0;0.0;4;2;39
23.0;74000.0;Hipotecada;4.0;Empreendimento;B;20000.0;11.48;0.0;0.0;4;2;39
26.0;61754.0;Hipotecada;7.0;Médico;D;10000.0;14.83;1.0;0.0;4;3;19
32.0;90000.0;Hipotecada;16.0;Educativo;C;21400.0;15.23;0.0;1.0;5;4;42
25.0;48074.0;Alugada;4.0;Educativo;C;12000.0;13.85;0.0;1.0;4;2;23
28.0;62040.0;Alugada;0.0;Pagamento de débitos;C;13400.0;13.06;0.0;1.0;6;3;26
24.0;32640.0;Alugada;5.0;Educativo;B;2000.0;10.0;1.0;0.0;2;2;3
23.0;54000.0;Alugada;3.0;Pagamento de débitos;C;12000.0;12.98;1.0;1.0;3;2;23
21.0;87500.0;Hipotecada;5.0;Pessoal;C;25000.0;13.98;0.0;1.0;3;2;49
24.0;40800.0;Alugada;0.0;Empreendimento;A;2800.0;6.99;0.0;0.0;4;2;5
23.0;60000.0;Alugada;7.0;Médico;A;20000.0;7.9;1.0;0.0;2;2;39
22.0;128474.0;Hipotecada;6.0;Pagamento de débitos;A;30000.0;7.29;0.0;0.0;2;2;59
22.0;55000.0;Alugada;6.0;Pessoal;B;8000.0;11.71;0.0;0.0;3;2;15
25.0;89000.0;Hipotecada;9.0;Médico;A;14000.0;7.49;0.0;0.0;2;2;27
23.0;95000.0;Hipotecada;2.0;Empreendimento;A;4000.0;7.88;0.0;0.0;3;2;7
25.0;45000.0;Alugada;2.0;Pagamento de débitos;A;11250.0;9.38;0.0;0.0;2;2;22
22.0;28000.0;Alugada;6.0;Educativo;;19200.0;16.77;1.0;0.0;10;2;38
34.0;334000.0;Própria;18.0;Educativo;C;18000.0;12.68;0.0;1.0;10;4;35
24.0;56000.0;Alugada;7.0;Empreendimento;A;7000.0;8.59;0.0;0.0;3;2;13
26.0;36000.0;Alugada;2.0;Pagamento de débitos;B;14500.0;9.88;1.0;0.0;3;3;28
28.0;51000.0;Alugada;5.0;Melhora do lar;A;8000.0;9.63;0.0;0.0;9;3;15
25.0;59000.0;Alugada;3.0;Médico;D;3500.0;15.65;1.0;0.0;2;2;6
25.0;199000.0;Hipotecada;4.0;Pessoal;B;15000.0;9.99;0.0;0.0;2;2;29
23.0;50000.0;Alugada;1.0;Educativo;C;12000.0;12.87;0.0;1.0;2;2;23
25.0;120775.0;Própria;9.0;Educativo;C;15000.0;13.11;0.0;0.0;4;2;29
30.0;72000.0;Hipotecada;5.0;Médico;B;20000.0;10.38;0.0;0.0;5;3;39
41.0;35100.0;Hipotecada;3.0;Educativo;A;4650.0;7.88;0.0;0.0;17;6;9
44.0;30000.0;Hipotecada;7.0;Pagamento de débitos;D;4500.0;15.62;1.0;0.0;15;6;8
32.0;572400.0;Alugada;16.0;Médico;B;16000.0;9.76;0.0;0.0;5;4;31
38.0;30000.0;Alugada;8.0;Educativo;A;10000.0;7.51;1.0;0.0;14;5;19
21.0;58000.0;Hipotecada;3.0;Educativo;A;4500.0;6.92;0.0;0.0;4;2;8
32.0;12000.0;Alugada;1.0;Médico;A;9325.0;8.38;1.0;0.0;6;4;18
39.0;98000.0;Hipotecada;22.0;Médico;C;8000.0;13.49;0.0;1.0;16;5;15
29.0;62000.0;Hipotecada;9.0;Melhora do lar;A;9000.0;6.62;0.0;0.0;7;3;17
23.0;42996.0;Alugada;2.0;Educativo;C;6000.0;12.84;0.0;1.0;2;2;11
21.0;55272.0;Alugada;5.0;Empreendimento;A;5000.0;5.42;0.0;0.0;3;2;9
26.0;81000.0;Alugada;7.0;Melhora do lar;C;16000.0;13.85;0.0;1.0;2;3;31
25.0;39000.0;Alugada;2.0;Empreendimento;C;8500.0;13.23;1.0;1.0;4;2;16
30.0;43000.0;Alugada;1.0;Médico;A;3200.0;8.0;0.0;0.0;5;3;6
26.0;213000.0;Hipotecada;6.0;Educativo;B;35000.0;10.65;1.0;0.0;2;3;69
23.0;122000.0;Alugada;7.0;Médico;C;14000.0;13.48;0.0;0.0;4;2;27
31.0;100000.0;Alugada;3.0;Educativo;B;8800.0;10.0;0.0;0.0;8;4;17
23.0;70000.0;Alugada;2.0;Pagamento de débitos;A;10000.0;9.63;0.0;0.0;3;2;19
23.0;113000.0;Hipotecada;6.0;Pagamento de débitos;B;10000.0;10.38;1.0;0.0;3;2;19
24.0;25000.0;Hipotecada;3.0;Empreendimento;A;9000.0;7.14;0.0;0.0;4;2;17
22.0;72000.0;Própria;1.0;Empreendimento;B;15000.0;10.25;0.0;0.0;4;2;29
26.0;35000.0;Própria;1.0;Pessoal;A;7500.0;7.9;0.0;0.0;3;3;14
30.0;55000.0;Hipotecada;0.0;Educativo;D;12000.0;13.55;0.0;0.0;5;3;23
42.0;21120.0;Alugada;12.0;Empreendimento;B;6400.0;11.14;0.0;0.0;14;6;12
24.0;16800.0;Alugada;1.0;Educativo;C;5000.0;14.22;1.0;1.0;4;2;9
27.0;78000.0;Própria;4.0;Empreendimento;B;6000.0;12.18;0.0;0.0;10;3;11
32.0;42000.0;Alugada;0.0;Educativo;D;2000.0;15.62;1.0;0.0;6;4;3
23.0;45000.0;Alugada;2.0;Pessoal;B;11200.0;10.59;0.0;0.0;4;2;22
27.0;38000.0;Hipotecada;11.0;Pagamento de débitos;B;5000.0;9.76;0.0;0.0;6;3;9
23.0;74000.0;Alugada;3.0;Médico;B;25000.0;10.36;1.0;0.0;2;2;49
23.0;35000.0;Própria;7.0;Médico;B;5000.0;11.71;0.0;0.0;4;2;9
26.0;40000.0;Alugada;0.0;Empreendimento;A;8200.0;6.62;0.0;0.0;4;3;16
22.0;50000.0;Hipotecada;6.0;Pessoal;A;7800.0;6.62;0.0;0.0;3;2;15
28.0;59700.0;Hipotecada;12.0;Melhora do lar;B;6000.0;10.99;0.0;0.0;5;3;11
36.0;20004.0;Alugada;1.0;Educativo;B;4375.0;10.74;0.0;0.0;11;5;8
26.0;41400.0;Alugada;5.0;Médico;B;7300.0;9.45;0.0;0.0;2;3;14
23.0;145000.0;Hipotecada;0.0;Educativo;A;14400.0;5.79;0.0;0.0;4;2;28
25.0;51000.0;Hipotecada;6.0;Pessoal;E;16750.0;16.4;0.0;0.0;4;2;33
25.0;70000.0;Alugada;3.0;Médico;A;5600.0;7.9;0.0;0.0;3;2;11
30.0;36000.0;Hipotecada;2.0;Empreendimento;A;3000.0;6.39;0.0;0.0;10;3;5
22.0;40000.0;Alugada;1.0;Educativo;B;7000.0;11.14;0.0;0.0;4;2;13
23.0;28000.0;Própria;0.0;Empreendimento;B;1250.0;10.99;0.0;0.0;4;2;2
27.0;74400.0;Hipotecada;11.0;Pagamento de débitos;D;10000.0;16.0;1.0;1.0;6;3;19
46.0;170000.0;Hipotecada;13.0;Melhora do lar;B;7200.0;9.91;0.0;0.0;12;7;14
30.0;43580.0;Hipotecada;5.0;Pessoal;B;6000.0;12.21;1.0;0.0;7;3;11
38.0;55000.0;Alugada;2.0;Pessoal;B;14000.0;11.48;0.0;0.0;14;5;27
41.0;56000.0;Alugada;3.0;Melhora do lar;A;9000.0;5.99;0.0;0.0;16;6;17
31.0;80000.0;Hipotecada;6.0;Educativo;B;7500.0;12.18;0.0;0.0;7;4;14
22.0;48000.0;Alugada;7.0;Empreendimento;A;5000.0;6.99;0.0;0.0;2;2;9
34.0;98480.0;Hipotecada;18.0;Pagamento de débitos;C;2500.0;15.96;0.0;0.0;10;4;4
26.0;85000.0;Hipotecada;3.0;Educativo;D;10000.0;14.09;0.0;0.0;2;3;19
29.0;48000.0;Hipotecada;1.0;Empreendimento;C;7000.0;12.68;0.0;1.0;6;3;13
25.0;39000.0;Alugada;6.0;Educativo;D;16000.0;15.65;1.0;0.0;2;2;31
28.0;29496.0;Alugada;8.0;Educativo;D;4500.0;14.11;0.0;1.0;7;3;8
21.0;30000.0;Alugada;3.0;Pagamento de débitos;A;2500.0;7.14;1.0;0.0;4;2;4
29.0;14400.0;Alugada;2.0;Empreendimento;B;1400.0;11.49;0.0;0.0;6;3;2
23.0;130000.0;Alugada;7.0;Empreendimento;B;25000.0;11.49;0.0;0.0;4;2;49
26.0;70000.0;Hipotecada;1.0;Médico;C;7000.0;14.26;0.0;1.0;4;3;13
22.0;54000.0;Alugada;7.0;Médico;F;2000.0;18.3;1.0;1.0;4;2;3
27.0;75000.0;Alugada;2.0;Empreendimento;A;14000.0;9.63;0.0;0.0;7;3;27
28.0;65000.0;Própria;1.0;Empreendimento;B;7500.0;10.96;0.0;0.0;5;3;14
26.0;30000.0;Própria;4.0;Empreendimento;B;5000.0;11.58;0.0;0.0;4;3;9
46.0;70000.0;Alugada;0.0;Médico;A;10000.0;8.59;0.0;0.0;14;7;19
24.0;25000.0;Alugada;3.0;Pessoal;C;1600.0;12.53;0.0;0.0;3;2;3
21.0;28000.0;Hipotecada;2.0;Educativo;C;1000.0;12.99;0.0;1.0;4;2;1
30.0;63000.0;Hipotecada;2.0;Educativo;B;8000.0;10.25;0.0;0.0;6;3;15
23.0;58800.0;Alugada;7.0;Educativo;B;3000.0;10.36;1.0;0.0;3;2;5
30.0;71000.0;Alugada;2.0;Melhora do lar;A;12000.0;8.9;0.0;0.0;8;3;23
22.0;42000.0;Alugada;0.0;Empreendimento;C;3600.0;14.72;0.0;1.0;4;2;7
24.0;36000.0;Alugada;8.0;Empreendimento;B;8000.0;11.48;0.0;0.0;4;2;15
41.0;52000.0;Alugada;2.0;Pagamento de débitos;A;5000.0;7.88;0.0;0.0;13;6;9
34.0;50000.0;Alugada;0.0;Melhora do lar;C;15000.0;12.72;0.0;1.0;9;4;29
33.0;14400.0;Própria;0.0;Empreendimento;C;2000.0;14.79;0.0;0.0;10;4;3
29.0;45200.0;Hipotecada;7.0;Médico;D;6000.0;16.49;1.0;1.0;10;3;11
21.0;30000.0;Hipotecada;6.0;Pessoal;A;3000.0;5.99;0.0;0.0;4;2;5
22.0;48000.0;Alugada;1.0;Pessoal;C;14000.0;13.92;1.0;0.0;3;2;27
23.0;24000.0;Alugada;4.0;Educativo;C;12250.0;13.16;1.0;1.0;4;2;24
23.0;42500.0;Alugada;1.0;Pessoal;C;6200.0;13.92;0.0;0.0;2;2;12
33.0;40000.0;Alugada;2.0;Pagamento de débitos;A;4000.0;7.88;0.0;0.0;10;4;7
24.0;54996.0;Alugada;5.0;Médico;C;10000.0;12.99;0.0;0.0;2;2;19
22.0;40800.0;Alugada;6.0;Empreendimento;A;1000.0;6.91;0.0;0.0;2;2;1
31.0;62050.0;Alugada;0.0;Médico;D;3600.0;15.95;1.0;0.0;9;4;7
73.0;42000.0;Hipotecada;7.0;Pessoal;A;5000.0;7.49;0.0;0.0;28;12;9
24.0;96000.0;Hipotecada;5.0;Pagamento de débitos;A;5000.0;8.9;0.0;0.0;4;2;9
23.0;48000.0;Alugada;7.0;Pagamento de débitos;C;3500.0;13.98;0.0;0.0;4;2;6
24.0;26000.0;Alugada;0.0;Pessoal;E;4200.0;16.0;1.0;0.0;2;2;8
24.0;35000.0;Alugada;0.0;Médico;A;1800.0;7.14;0.0;0.0;2;2;3
27.0;76860.0;Alugada;4.0;Pagamento de débitos;A;8000.0;5.79;0.0;0.0;6;3;15
51.0;37200.0;Alugada;4.0;Médico;B;3000.0;10.62;1.0;0.0;30;8;5
25.0;61680.0;Alugada;1.0;Empreendimento;C;7600.0;13.23;1.0;0.0;4;2;15
31.0;73000.0;Alugada;5.0;Melhora do lar;B;5800.0;10.37;0.0;0.0;6;4;11
26.0;38376.0;Hipotecada;3.0;Educativo;A;14500.0;7.88;0.0;0.0;3;3;28
24.0;40000.0;Hipotecada;6.0;Educativo;B;5400.0;12.42;0.0;0.0;3;2;10
22.0;30000.0;Alugada;4.0;Médico;C;6500.0;13.85;0.0;0.0;3;2;12
30.0;82500.0;Hipotecada;7.0;Educativo;D;10000.0;15.65;0.0;1.0;9;3;19
21.0;29000.0;Alugada;2.0;Médico;D;4200.0;15.62;1.0;1.0;3;2;8
27.0;275000.0;Alugada;7.0;Melhora do lar;D;10000.0;14.91;0.0;1.0;10;3;19
22.0;26000.0;Hipotecada;3.0;Pessoal;B;500.0;10.46;0.0;0.0;4;2;1
22.0;48000.0;Alugada;2.0;Empreendimento;C;10000.0;13.49;0.0;0.0;4;2;19
35.0;30000.0;Alugada;0.0;Pagamento de débitos;G;8000.0;20.52;1.0;0.0;7;4;15
21.0;118000.0;Própria;5.0;Empreendimento;A;14000.0;7.88;0.0;0.0;3;2;27
22.0;35000.0;Alugada;2.0;Médico;B;5000.0;11.71;0.0;0.0;2;2;9
35.0;33000.0;Alugada;3.0;Médico;D;2500.0;15.62;1.0;1.0;7;4;4
22.0;39000.0;Alugada;1.0;Melhora do lar;D;5600.0;14.96;1.0;0.0;4;2;11
25.0;52000.0;Hipotecada;3.0;Médico;A;6000.0;9.32;0.0;0.0;2;2;11
25.0;110000.0;Hipotecada;1.0;Pagamento de débitos;B;10000.0;12.69;0.0;0.0;3;2;19
40.0;86000.0;Alugada;0.0;-;D;20000.0;10.51;1.0;0.0;7;5;39
23.0;20800.0;Alugada;4.0;Educativo;D;3200.0;14.84;0.0;0.0;2;2;6
22.0;77004.0;Alugada;6.0;Pagamento de débitos;C;20000.0;13.98;0.0;0.0;4;2;39
34.0;138571.0;Hipotecada;18.0;Pessoal;D;25000.0;14.59;0.0;0.0;8;4;49
21.0;85000.0;Alugada;5.0;Pessoal;B;3200.0;10.25;0.0;0.0;4;2;6
24.0;75000.0;Própria;8.0;Médico;B;16500.0;12.18;0.0;0.0;2;2;32
28.0;39000.0;Alugada;6.0;Educativo;A;14000.0;7.9;1.0;0.0;8;3;27
22.0;20400.0;Alugada;2.0;Educativo;A;5800.0;8.94;0.0;0.0;4;2;11
35.0;39996.0;Alugada;4.0;Educativo;A;8000.0;5.99;0.0;0.0;5;4;15
22.0;84000.0;Hipotecada;6.0;Pagamento de débitos;A;7500.0;8.63;0.0;0.0;2;2;14
25.0;70000.0;Hipotecada;9.0;Pessoal;A;12000.0;7.51;0.0;0.0;4;2;23
22.0;50000.0;Alugada;3.0;Pagamento de débitos;C;10000.0;13.99;0.0;1.0;2;2;19
23.0;37000.0;Hipotecada;2.0;Educativo;A;10000.0;7.74;0.0;0.0;3;2;19
30.0;79000.0;Hipotecada;11.0;Pagamento de débitos;C;20000.0;13.72;0.0;0.0;10;3;39
30.0;38400.0;Hipotecada;14.0;Pagamento de débitos;A;16750.0;7.88;0.0;0.0;5;3;33
34.0;58000.0;Própria;8.0;Médico;A;3000.0;6.76;0.0;0.0;10;4;5
29.0;70004.0;Alugada;0.0;Educativo;B;12500.0;8.88;0.0;0.0;7;3;24
29.0;125000.0;Hipotecada;12.0;Pessoal;B;25000.0;10.62;0.0;0.0;8;3;49
23.0;21600.0;Própria;0.0;Educativo;B;4400.0;12.53;0.0;0.0;2;2;8
24.0;45000.0;Hipotecada;2.0;Melhora do lar;B;13000.0;10.62;0.0;0.0;2;2;25
28.0;36000.0;Alugada;8.0;Pessoal;B;5600.0;11.11;0.0;0.0;5;3;11
27.0;61000.0;-;7.0;Pessoal;B;28000.0;9.91;1.0;0.0;3;3;55
25.0;48996.0;Hipotecada;8.0;Médico;B;5000.0;9.88;1.0;0.0;2;2;9
29.0;32800.0;Alugada;13.0;Médico;E;12000.0;16.45;1.0;0.0;9;3;23
28.0;24000.0;Alugada;0.0;Médico;D;1600.0;15.05;1.0;0.0;5;3;3
25.0;47000.0;Alugada;6.0;Médico;B;3500.0;9.99;0.0;0.0;3;2;6
26.0;58650.0;Hipotecada;5.0;Médico;A;14000.0;6.17;1.0;0.0;4;3;27
34.0;72000.0;Alugada;17.0;Médico;C;2400.0;13.16;0.0;0.0;8;4;4
27.0;51996.0;Própria;8.0;Pagamento de débitos;D;9600.0;14.09;0.0;0.0;9;3;19
24.0;95000.0;Hipotecada;4.0;Pessoal;B;25000.0;10.08;0.0;0.0;4;2;49
23.0;33000.0;Alugada;5.0;Empreendimento;D;4800.0;14.54;0.0;0.0;4;2;9
32.0;68000.0;Hipotecada;6.0;Educativo;C;1000.0;14.72;1.0;1.0;9;4;1
21.0;45408.0;Alugada;3.0;Pagamento de débitos;B;17475.0;9.91;1.0;0.0;2;2;34
21.0;44000.0;Hipotecada;5.0;Empreendimento;D;7500.0;12.92;1.0;0.0;4;2;14
24.0;40000.0;Hipotecada;9.0;Médico;B;2125.0;11.11;0.0;0.0;4;2;4
25.0;24000.0;Própria;0.0;Médico;A;7000.0;9.63;0.0;0.0;3;2;13
27.0;49200.0;Alugada;4.0;Pagamento de débitos;C;4800.0;14.65;0.0;0.0;7;3;9
32.0;26400.0;Alugada;0.0;Educativo;A;8000.0;7.51;0.0;0.0;10;4;15
25.0;45000.0;Alugada;2.0;Pessoal;B;4800.0;9.45;0.0;0.0;4;2;9
33.0;160000.0;Hipotecada;3.0;Pagamento de débitos;B;22000.0;10.75;0.0;0.0;9;4;43
29.0;140000.0;Hipotecada;4.0;Educativo;C;16775.0;14.27;0.0;1.0;10;3;33
43.0;33000.0;Alugada;0.0;Pagamento de débitos;D;6000.0;15.62;1.0;0.0;14;6;11
27.0;64000.0;Alugada;0.0;Médico;C;12000.0;13.49;0.0;1.0;5;3;23
25.0;45000.0;Alugada;0.0;Pagamento de débitos;B;5000.0;11.89;0.0;0.0;3;2;9
32.0;37000.0;Alugada;3.0;Educativo;B;5000.0;9.62;0.0;0.0;7;4;9
24.0;46000.0;Alugada;8.0;Pessoal;B;13000.0;10.99;0.0;0.0;3;2;25
22.0;60000.0;Alugada;6.0;Educativo;B;2000.0;9.63;0.0;0.0;2;2;3
22.0;49536.0;Hipotecada;6.0;Pagamento de débitos;A;5200.0;6.62;0.0;0.0;2;2;10
24.0;67746.0;Alugada;8.0;Melhora do lar;C;33000.0;12.68;1.0;0.0;3;2;65
30.0;15000.0;Alugada;6.0;Educativo;B;2700.0;12.69;1.0;0.0;5;3;5
27.0;70000.0;Alugada;4.0;Pessoal;B;20000.0;11.48;0.0;0.0;8;3;39
35.0;68000.0;Hipotecada;19.0;Pessoal;E;32000.0;19.03;0.0;1.0;7;4;63
23.0;287000.0;Alugada;3.0;Educativo;B;24250.0;12.53;0.0;0.0;3;2;48
23.0;72000.0;Alugada;7.0;Educativo;C;7000.0;13.11;0.0;1.0;4;2;13
27.0;98004.0;Alugada;8.0;Empreendimento;A;10000.0;6.54;0.0;0.0;7;3;19
28.0;58000.0;Hipotecada;3.0;Empreendimento;A;4000.0;7.14;0.0;0.0;9;3;7
23.0;51996.0;Alugada;7.0;Pagamento de débitos;C;4000.0;13.98;0.0;1.0;2;2;7
23.0;130000.0;Hipotecada;2.0;Pessoal;B;10000.0;11.36;0.0;0.0;3;2;19
34.0;48000.0;Alugada;0.0;Educativo;A;4000.0;8.0;0.0;0.0;9;4;7
23.0;74250.0;Alugada;3.0;Pagamento de débitos;B;3000.0;11.99;0.0;0.0;4;2;5
22.0;76000.0;Alugada;0.0;Educativo;C;14400.0;14.35;0.0;0.0;2;2;28
